,gold_difference,team_win,herald_difference,dragon_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,score_lane,score_role
286,3383.0,1,0,-1.0,-1.0,4.0,1.8,5.0,4.0,0.0,2.0
287,-10304.0,0,-2,2.0,-0.6699999999999999,-6.5,-3.33,-6.6,-3.0,1.0,2.0
288,3411.0,1,0,-2.0,1.0,5.0,1.5,4.7,6.33,1.0,1.0
289,4553.0,1,-1,-1.0,0.0,-3.5,6.0,2.25,0.0,1.0,0.0
290,-4699.0,0,-2,1.0,1.0,-8.67,-6.5,-2.25,-5.0,4.0,0.0
291,-318.0,1,2,-1.0,-1.0,-2.0,3.0,3.0,-0.5,2.0,0.0
292,-3688.0,0,-2,2.0,1.5,-9.5,-8.8,0.0,-4.0,0.0,1.0
293,3569.0,1,0,2.0,2.5,1.83,2.5,3.0,2.5,1.0,0.0
294,-14572.0,0,-2,1.0,-3.0,-7.5,-10.0,-3.1,-1.67,0.0,-1.0
295,-359.0,0,0,1.0,-2.5,-1.0,-3.0,-1.5,-4.33,0.0,0.0
296,5764.0,1,1,-1.0,5.8,8.33,0.5800000000000001,5.5,5.5,0.0,-1.0
297,3320.0,0,2,-1.0,1.0,-1.0,0.5,1.0,3.5,3.0,-1.0
298,8646.0,1,0,-2.0,0.8300000000000001,15.0,4.0,10.5,11.6,0.0,-1.0
299,3168.0,1,0,1.0,0.5,4.25,8.6,-1.0,0.0,0.0,1.0
300,-7130.0,0,-1,1.0,-1.83,-10.0,-2.5,-6.5,-2.67,2.0,1.0
301,-630.0,0,0,-1.0,4.0,-2.2,1.75,4.67,5.5,0.0,2.0
302,-1432.0,0,1,2.0,1.17,-0.1699999999999999,-0.6600000000000001,-6.25,-0.4499999999999999,-2.0,0.0
303,-54.0,0,2,-1.0,0.66,-0.33,1.0,-5.0,-6.33,0.0,0.0
304,2053.0,1,-2,1.0,1.0,3.5,-4.0,-2.0,1.5,0.0,-1.0
305,2753.0,1,2,-1.0,1.17,4.33,3.0,0.33,0.3399999999999998,0.0,0.0
306,-5271.0,0,1,1.0,-1.0,-8.0,-0.5,-0.75,-3.75,0.0,0.0
307,-3142.0,1,-2,0.0,2.0,-2.33,0.0,-1.0,-2.0,1.0,-1.0
308,-1628.0,1,-1,1.0,2.0,-1.33,-0.1699999999999999,0.0,0.5,-2.0,0.0
309,-71.0,0,2,1.0,-2.0,3.0,4.0,0.0,-2.0,0.0,0.0
310,-694.0,1,0,-1.0,-2.67,-2.0,3.33,1.0,2.5,-1.0,0.0
311,-10135.0,0,-2,2.0,2.4,-12.33,-5.6,-13.0,-3.0,2.0,0.0
312,3751.0,1,2,1.0,1.0,1.33,3.5,-4.67,1.67,2.0,-1.0
313,-5180.0,0,2,1.0,0.5800000000000001,-6.0,-5.5,-1.92,-11.0,2.0,-1.0
314,4247.0,1,0,1.0,4.5,1.42,3.5,10.0,3.5,0.0,-1.0
315,3318.0,1,2,-2.0,6.0,0.0,3.21,-1.0,-0.6699999999999999,-1.0,2.0
316,-6304.0,0,0,2.0,-4.0,-7.33,-2.0,-1.5,-0.1699999999999999,2.0,2.0
317,5643.0,1,1,0.0,2.17,7.67,2.5,3.0,0.6699999999999999,1.0,-1.0
318,-7927.0,0,-2,2.0,-3.75,-2.0,1.0,-2.0,-3.0,2.0,0.0
319,-12333.0,0,-2,2.0,-3.0,-7.83,-5.33,-10.33,-5.17,0.0,0.0
320,5775.0,1,2,-2.0,1.5,3.0,2.0,2.5,2.0,3.0,0.0
321,-2213.0,0,-1,1.0,-3.5,-4.4,-2.5,-0.1999999999999999,-7.67,1.0,0.0
322,-1196.0,0,2,1.0,-4.0,-7.5,-1.33,-0.92,-2.67,-2.0,0.0
323,-4631.0,0,1,-1.0,-2.0,0.75,-0.6699999999999999,-1.34,-0.1699999999999999,0.0,0.0
324,3601.0,1,2,0.0,4.8,3.0,1.0,0.0,0.0,1.0,0.0
325,5978.0,1,0,-1.0,7.57,6.1,2.5,1.0,2.4,0.0,0.0
326,-126.0,1,2,1.0,0.0,-2.0,-3.0,-3.0,3.0,0.0,0.0
327,-2011.0,0,-1,1.0,2.0,-1.25,-2.17,2.0,-0.1699999999999999,0.0,0.0
328,-3413.0,1,2,-1.0,0.0,1.67,0.0,0.1699999999999999,-7.67,1.0,-1.0
329,3094.0,1,2,0.0,0.0,-1.0,0.0,3.67,1.0,-1.0,-2.0
330,-3342.0,0,-2,2.0,-1.6,-3.0,-1.0,-2.0,-2.0,0.0,0.0
331,-1999.0,0,0,2.0,-3.5,1.25,8.0,-6.67,-2.17,1.0,-1.0
332,4521.0,0,2,-2.0,1.5,6.25,-1.67,-1.0,0.5,1.0,-1.0
333,-855.0,0,-2,0.0,-2.0,-4.0,-6.8,0.5,1.2,0.0,0.0
334,3561.0,1,1,-1.0,-0.83,3.0,3.33,1.67,0.8300000000000001,4.0,0.0
335,-827.0,0,0,1.0,0.0,-2.0,-4.0,-0.25,-2.0,0.0,1.0
336,4477.0,1,1,-1.0,0.1,-1.25,-2.0,-0.4499999999999999,4.25,2.0,-1.0
337,10979.0,1,0,-2.0,2.67,0.5,5.5,7.0,6.75,-1.0,0.0
338,-5262.0,0,-2,1.0,0.0,0.0,-1.0,-1.5,0.0,-1.0,0.0
339,11845.0,1,1,0.0,2.25,2.2,0.5,10.5,3.75,-3.0,0.0
340,2737.0,0,2,0.0,1.25,3.5,0.25,4.0,10.0,-3.0,-1.0
341,-4191.0,0,0,2.0,-5.0,-3.67,-2.0,2.0,3.0,1.0,0.0
342,-662.0,0,2,1.0,-1.0,0.33,-7.8,-0.25,-6.0,-1.0,-1.0
343,-1669.0,1,2,0.0,-1.17,-1.5,-2.5,1.0,1.0,1.0,1.0
344,11849.0,1,1,-1.0,5.0,8.75,2.5,1.5,3.0,1.0,2.0
345,3404.0,0,2,0.0,1.75,2.33,1.0,0.0,2.0,-1.0,-1.0
346,3666.0,0,2,1.0,-2.25,-1.0,0.0,3.0,2.67,1.0,2.0
347,1147.0,0,0,1.0,3.0,1.0,-3.67,1.0,2.0,0.0,-1.0
348,-14212.0,0,-1,1.0,-2.75,-6.33,-6.0,-6.8,-8.0,-2.0,-1.0
349,7493.0,1,1,-2.0,6.5,4.0,-0.6699999999999999,2.25,11.0,1.0,0.0
350,6613.0,1,0,-2.0,0.6699999999999999,0.75,3.33,2.5,3.5,0.0,0.0
351,90.0,1,2,-2.0,-2.5,1.6,7.75,1.0,2.5,2.0,2.0
352,-6765.0,0,-2,0.0,0.25,-4.0,-8.62,-3.5,-2.0,0.0,0.0
353,8303.0,1,1,2.0,-1.17,12.8,4.9,3.0,5.67,-1.0,0.0
354,-3062.0,0,0,-1.0,1.75,3.5,1.0,-0.75,-1.33,1.0,-1.0
355,-5585.0,0,0,1.0,4.8,-4.67,-4.5,-9.0,-7.8,1.0,-1.0
356,-1726.0,1,0,1.0,3.67,-1.0,-0.75,3.0,-2.0,3.0,-2.0
357,-6921.0,0,1,1.0,-1.0,-7.75,0.0,-12.2,-9.2,-1.0,-1.0
358,-1605.0,0,2,0.0,5.8,-2.0,-2.0,-3.5,-8.25,1.0,-1.0
359,2161.0,1,2,-2.0,-1.0,1.0,-2.0,0.5,-3.0,1.0,0.0
360,9373.0,1,2,1.0,8.0,5.0,1.0,1.0,3.0,0.0,0.0
361,2082.0,0,0,0.0,2.1,2.0,-1.0,4.5,3.5,-1.0,1.0
362,-3783.0,0,0,1.0,0.0,-3.0,-2.0,-4.33,-1.5,2.0,1.0
363,-6187.0,0,0,-2.0,0.0,-3.33,-9.0,-4.5,-5.5,1.0,1.0
364,6625.0,1,0,0.0,-2.5,8.0,1.0,3.67,8.67,-1.0,1.0
365,-5567.0,0,-2,2.0,2.0,-3.17,-3.0,-9.0,-8.25,0.0,-1.0
366,-3834.0,0,0,-1.0,0.0,-2.0,-2.0,-2.5,-6.33,-1.0,-2.0
367,-2881.0,1,0,-2.0,-7.0,-3.0,-4.5,2.0,4.0,0.0,0.0
368,11585.0,1,1,-1.0,4.0,8.0,6.0,2.1,8.33,0.0,-1.0
369,8056.0,1,0,-1.0,14.33,-0.33,3.25,7.5,7.5,-2.0,-1.0
370,-6558.0,0,-2,1.0,-2.9,-9.2,5.0,-3.33,-2.75,2.0,0.0
371,1672.0,0,2,2.0,-4.0,3.67,0.5,-0.1699999999999999,2.17,-2.0,0.0
372,2019.0,1,0,-1.0,-1.0,-1.0,4.0,6.33,5.75,-2.0,0.0
373,4485.0,1,-1,0.0,-0.83,-0.6699999999999999,0.0,2.0,-5.0,0.0,0.0
374,6753.0,1,2,1.0,0.83,4.5,6.0,4.5,3.0,1.0,0.0
375,1603.0,1,-2,2.0,-0.1699999999999999,-6.25,0.5,12.0,-3.5,1.0,0.0
376,-2523.0,0,2,-1.0,3.0,-0.33,-4.5,-5.0,-3.0,-1.0,0.0
377,-7707.0,0,-2,2.0,-5.0,-2.25,-9.0,-2.33,-2.29,1.0,0.0
378,-7773.0,0,0,0.0,-6.6,-4.17,0.0,-10.67,-11.0,0.0,-1.0
379,-1632.0,0,0,1.0,1.5,0.0,3.0,4.0,2.7,2.0,0.0
380,-7443.0,0,-1,0.0,-0.83,-4.5,-9.33,-3.62,-6.5,-1.0,0.0
381,-162.0,0,0,1.0,2.0,-2.0,-2.17,-1.0,-0.5,1.0,-1.0
382,-546.0,1,0,-1.0,-3.0,1.0,-2.0,3.0,2.0,-4.0,0.0
383,3095.0,0,1,0.0,-1.0,-1.5,1.0,-4.0,-1.0,-2.0,-1.0
384,-4581.0,0,2,-1.0,1.0,-1.08,-3.5,-9.67,-1.83,1.0,0.0
385,6412.0,1,2,0.0,1.33,4.33,3.0,1.0,-2.0,-1.0,1.0
386,-6221.0,0,-2,2.0,-6.75,-7.0,-0.5,-4.5,-7.0,-1.0,0.0
387,-5313.0,0,-2,0.0,0.0,1.5,-1.17,2.33,1.0,0.0,1.0
388,1254.0,0,0,1.0,1.5,0.0,0.0,-3.0,-2.0,1.0,2.0
389,-7066.0,0,2,-1.0,-1.0,-1.0,-1.0,-5.0,-4.0,2.0,1.0
390,-2926.0,0,0,-1.0,-4.0,-2.67,0.5,-1.75,2.0,-1.0,-1.0
391,1076.0,0,-1,1.0,2.5,-3.0,3.0,1.25,7.0,0.0,0.0
392,-1722.0,0,0,2.0,-1.0,0.0,1.75,-2.33,5.0,0.0,1.0
393,-5199.0,0,-2,2.0,-1.0,2.0,1.0,-2.0,-7.4,0.0,1.0
394,3130.0,1,2,-2.0,0.0,-1.0,2.17,-1.5,0.1699999999999999,0.0,0.0
395,-1030.0,1,0,-1.0,0.6699999999999999,1.0,0.0,0.33,-1.83,1.0,1.0
396,5884.0,0,2,0.0,3.67,10.5,3.17,-1.0,-1.5,0.0,1.0
397,2220.0,1,-2,-1.0,-0.1,4.0,-1.08,8.71,13.25,3.0,1.0
398,6784.0,1,-2,-2.0,2.27,8.33,9.0,7.0,16.83,-3.0,-1.0
399,41.0,0,1,-1.0,-5.67,0.0,-1.0,1.0,6.4,1.0,0.0
400,2563.0,1,2,-2.0,0.0,-3.0,2.0,-2.0,2.25,-1.0,-1.0
401,2602.0,1,2,-2.0,0.5,7.33,2.0,7.0,0.27,0.0,0.0
402,3282.0,1,0,-1.0,-1.75,3.5,3.0,0.75,0.6699999999999999,-3.0,0.0
403,-1246.0,0,0,1.0,1.33,-2.33,4.5,1.0,-4.83,-2.0,0.0
404,5435.0,1,2,-1.0,2.0,1.9,-1.5,0.25,3.56,0.0,0.0
405,-3609.0,0,-2,2.0,1.67,-2.0,0.0,-5.5,-4.25,2.0,-1.0
406,-2216.0,0,-1,2.0,0.0,2.0,1.67,-4.0,-4.0,-2.0,0.0
407,4936.0,1,2,-1.0,-1.0,3.0,0.0,-0.66,0.0,-2.0,0.0
408,4622.0,1,2,-1.0,-1.0,3.83,-3.67,8.33,2.33,5.0,2.0
409,-799.0,0,-2,1.0,-0.5,-5.25,-2.0,-1.4,-8.0,0.0,1.0
410,675.0,0,0,2.0,0.6699999999999999,10.75,1.85,-1.0,-0.25,0.0,0.0
411,5532.0,0,0,1.0,7.8,2.08,-1.5,4.14,2.17,1.0,0.0
412,2720.0,0,1,0.0,-1.5,1.33,-2.0,1.42,-0.08,1.0,-1.0
413,-6242.0,0,0,-1.0,-1.0,-6.33,-4.33,2.5,0.3399999999999998,0.0,0.0
414,-3797.0,1,0,1.0,-4.0,-4.0,-2.0,-1.5,-2.0,2.0,0.0
415,-1859.0,0,2,1.0,-3.0,0.33,-1.0,-3.0,0.0,0.0,2.0
416,-6768.0,0,-1,1.0,-0.5,-4.0,-2.0,-4.0,-3.0,1.0,-1.0
417,1542.0,1,0,-1.0,-1.0,-3.0,3.67,-1.0,0.5,0.0,-1.0
418,-3305.0,0,-1,-1.0,-1.75,1.33,-3.0,2.07,0.1699999999999999,0.0,1.0
419,2317.0,1,2,1.0,2.5,1.5,2.9,-3.0,-1.0,0.0,1.0
420,-873.0,0,0,1.0,2.67,-0.3399999999999998,-7.0,-1.0,-2.0,1.0,2.0
421,-7242.0,0,-1,1.0,-3.0,-1.42,-2.67,-7.5,-3.0,-1.0,-1.0
422,-6582.0,0,0,0.0,-6.5,-1.0,-1.83,-0.25,-1.8,1.0,2.0
423,1031.0,0,1,1.0,1.33,-1.93,4.5,-0.75,2.0,-2.0,-1.0
424,2669.0,1,-1,1.0,-1.67,3.33,-1.0,3.1,-3.0,2.0,0.0
425,6389.0,1,1,-1.0,9.8,10.33,3.0,8.33,8.0,-1.0,0.0
426,-7275.0,0,-1,2.0,-2.2,-8.33,-7.83,-3.0,-3.0,-1.0,-1.0
427,4602.0,1,0,-2.0,-0.25,8.0,-0.5800000000000001,5.75,7.0,2.0,0.0
428,599.0,0,1,0.0,1.58,10.4,1.33,0.33,-1.75,0.0,0.0
429,-1398.0,0,0,1.0,0.08,-1.0,-1.0,1.0,-1.0,0.0,0.0
430,-1090.0,1,0,1.0,-3.25,-3.67,-2.33,-1.15,-2.33,-1.0,0.0
431,2874.0,0,2,-1.0,-0.6699999999999999,0.0,-3.5,-4.0,3.33,0.0,-1.0
432,-5698.0,0,-2,2.0,-6.0,-3.67,-1.0,0.0,-1.0,-2.0,-1.0
433,-2059.0,0,-2,-2.0,-0.83,-5.75,-0.6600000000000001,0.33,3.25,-1.0,1.0
434,-605.0,0,1,2.0,-3.0,-5.5,-0.5,-0.33,0.0,-1.0,0.0
435,12024.0,1,1,0.0,5.45,9.8,2.33,10.43,10.0,1.0,0.0
436,-1627.0,0,1,2.0,0.5,-2.5,-5.0,2.5,-0.6699999999999999,-1.0,0.0
437,-2894.0,0,-2,2.0,-0.5,-1.0,4.33,-1.0,-2.67,2.0,1.0
438,1580.0,1,2,1.0,1.6,6.0,-0.3999999999999999,-0.08,3.0,1.0,0.0
439,10678.0,1,1,-2.0,7.0,6.7,5.0,10.4,13.33,0.0,0.0
440,3825.0,1,-1,0.0,2.57,1.33,1.14,-3.0,-3.0,2.0,1.0
441,-641.0,1,2,-1.0,0.0,-1.8,-9.0,4.0,-1.5,1.0,0.0
442,1901.0,1,2,0.0,0.5,5.33,3.0,0.0,0.75,0.0,0.0
443,888.0,0,1,1.0,-1.0699999999999998,11.5,0.0,-0.75,-4.0,0.0,-1.0
444,3670.0,0,0,-1.0,2.0,0.0,1.2,3.5,2.0,0.0,1.0
445,-553.0,1,2,1.0,1.5,0.0,-6.67,0.25,-0.6699999999999999,-2.0,0.0
446,3396.0,1,2,-1.0,-0.83,2.5,3.75,-0.7,-1.5,-1.0,-2.0
447,-5885.0,0,-2,1.0,-1.0,-1.75,-4.0,-4.25,-0.5,1.0,-1.0
448,3320.0,1,2,1.0,4.33,0.5,-5.0,1.0,0.0,2.0,1.0
449,1152.0,0,2,-1.0,-3.67,-2.33,-5.0,1.0,1.33,0.0,1.0
450,2014.0,0,0,2.0,1.0,-4.5,-2.0,-5.5,-0.6699999999999999,0.0,0.0
451,362.0,0,2,-1.0,1.0,4.33,-1.33,-3.0,-0.5,2.0,0.0
452,-4554.0,0,2,1.0,-6.6,-3.5,-2.0,-5.0,-2.83,0.0,1.0
453,717.0,1,2,-2.0,-0.1699999999999999,3.33,9.29,-2.33,-3.67,-1.0,0.0
454,-5761.0,1,-2,2.0,-0.25,-7.0,-1.0,-2.4,-11.0,3.0,0.0
455,-5734.0,0,-2,2.0,2.0,0.0,0.5,0.0,-0.92,-1.0,0.0
456,-1728.0,1,-2,0.0,-0.8300000000000001,-6.5,0.0,-1.67,-6.67,1.0,0.0
457,-10343.0,0,0,2.0,-1.33,-9.0,-0.5,-1.25,-3.0,1.0,0.0
458,-719.0,1,-2,-1.0,-4.67,-3.0,-0.5,3.0,3.0,0.0,0.0
459,-4665.0,0,0,2.0,-5.0,-7.5,-6.0,0.5,-6.0,1.0,2.0
460,-6287.0,0,-1,0.0,-5.0,-3.0,0.0,-3.25,1.33,0.0,0.0
461,-10367.0,0,-2,0.0,-4.0,-5.0,-5.0,-2.0,-6.0,1.0,-1.0
462,13201.0,1,1,-2.0,7.0,12.71,6.8,5.5,10.0,1.0,1.0
463,7040.0,1,2,-1.0,1.5,2.0,4.4,2.67,5.75,0.0,1.0
464,-3508.0,0,-2,2.0,-0.25,-3.5,0.33,-1.33,-0.25,-1.0,1.0
465,-8817.0,0,-2,2.0,1.0,-6.0,-10.75,-6.0,-10.67,0.0,0.0
466,3966.0,1,2,0.0,-5.0,-2.5,0.33,-0.3399999999999998,0.6600000000000001,1.0,0.0
467,6835.0,1,2,0.0,3.0,-2.0,3.5,2.5,3.0,-2.0,0.0
468,7140.0,1,2,-1.0,1.33,0.75,-3.0,3.0,2.25,1.0,-1.0
469,-7749.0,0,1,2.0,-6.75,-12.33,-1.75,-1.33,-7.25,-1.0,0.0
470,-3245.0,0,1,1.0,-1.5,-3.0,3.33,-2.5,-0.3299999999999999,1.0,0.0
471,4117.0,1,0,1.0,1.5,7.5,9.5,-0.5,1.47,0.0,1.0
472,-11669.0,0,-1,1.0,-5.25,-3.9,-13.0,-3.83,-15.0,-1.0,-1.0
473,4063.0,1,1,-1.0,1.25,0.0,1.0,1.0,7.2,-1.0,0.0
474,582.0,1,0,-1.0,4.0,-5.67,2.67,-7.4,-6.0,0.0,0.0
475,2923.0,1,0,-1.0,-0.3299999999999999,-0.8300000000000001,-1.21,2.84,7.0,0.0,-1.0
476,-3658.0,0,0,-1.0,-8.0,-0.5,-5.6,-0.6600000000000001,-0.33,-2.0,-1.0
477,-3164.0,0,0,-1.0,-1.0,-3.5,-3.5,-2.0,-6.0,0.0,0.0
478,8067.0,1,2,-1.0,1.5,8.5,1.83,4.5,3.0,-3.0,-1.0
479,-278.0,0,2,1.0,0.0,1.0,-2.33,-4.0,-0.5,-2.0,-1.0
480,-974.0,1,1,-1.0,1.0,4.5,1.0,2.13,4.75,0.0,0.0
481,6663.0,1,-1,-1.0,1.5,6.5,2.75,2.0,1.0,-1.0,-1.0
482,-5020.0,0,-1,2.0,0.0,1.0,-2.0,-2.0,-4.0,-1.0,0.0
483,-6216.0,0,-2,2.0,-2.0,0.1699999999999999,-1.0,-2.7,-10.75,1.0,0.0
484,7396.0,1,0,-2.0,-2.0,-4.5,1.53,6.0,4.5,-1.0,1.0
485,-5687.0,0,0,2.0,-0.5,-0.5,-1.5,-5.5,-1.0,2.0,0.0
486,-5934.0,1,1,1.0,-2.0,-5.5,1.0,-11.75,-5.8,-1.0,0.0
487,-2238.0,0,0,0.0,-1.0,1.17,-1.0,2.0,-0.4199999999999999,1.0,2.0
488,3194.0,1,2,-2.0,1.5,6.0,4.75,1.5,5.67,2.0,-1.0
489,-9925.0,0,-2,2.0,-3.0,-9.75,-8.75,-8.0,-5.75,2.0,-1.0
490,-8190.0,0,-2,2.0,2.0,-7.5,-3.67,-7.33,-9.83,0.0,-1.0
491,2517.0,0,2,-2.0,1.0,1.5,-2.5,-1.0,-1.0,0.0,-1.0
492,-4058.0,1,0,0.0,-1.5,1.0,0.5,7.33,8.33,1.0,2.0
493,-5927.0,0,2,-1.0,-7.86,-4.4,-1.0,-2.5,-2.5,0.0,0.0
494,-2565.0,1,0,1.0,0.6699999999999999,0.25,3.67,0.0,-0.0499999999999998,-1.0,1.0
495,11028.0,1,1,1.0,4.0,4.0,2.0,1.0,0.0,1.0,-1.0
496,-9533.0,0,-2,1.0,-4.5,-5.0,-4.17,-5.0,-7.0,-3.0,0.0
497,-2424.0,0,0,-1.0,-4.0,-2.67,2.0,-1.17,-7.75,-1.0,-1.0
498,-8311.0,0,-2,1.0,-4.9,-13.6,-1.0,-2.67,-1.5,2.0,0.0
499,1354.0,0,0,-1.0,-2.4,-2.83,-0.33,9.25,7.2,1.0,0.0
500,4955.0,1,2,0.0,1.0,8.0,9.0,1.5,2.83,0.0,-1.0
501,2497.0,1,0,-1.0,2.1,1.83,3.5,0.5,2.0,-2.0,-1.0
502,2580.0,1,-2,-1.0,-1.0,-1.0,-1.6,6.0,5.5,-1.0,0.0
503,-8576.0,0,0,2.0,0.5800000000000001,-8.0,-1.93,-2.4,-1.5,0.0,0.0
504,3809.0,0,2,0.0,3.33,7.0,4.0,-0.9300000000000002,0.33,0.0,-2.0
505,1350.0,1,2,-1.0,2.0,-10.75,-6.33,1.54,2.33,3.0,1.0
506,-2822.0,1,0,1.0,-3.0,1.67,-4.0,-2.83,-7.33,-2.0,0.0
507,2989.0,0,2,-2.0,-1.0,3.25,2.5,7.0,2.33,0.0,1.0
508,-2093.0,0,1,1.0,3.5,-5.75,-2.0,-0.33,-2.33,0.0,0.0
509,7174.0,1,1,-2.0,10.0,6.8,4.0,-0.5,0.5,0.0,0.0
510,274.0,0,0,1.0,-2.0,0.0,1.67,-2.5,0.0,1.0,1.0
511,4653.0,0,0,1.0,5.83,-4.0,-0.1999999999999999,2.05,2.75,2.0,1.0
512,-5575.0,0,-2,0.0,1.83,-1.67,-2.5,-7.8,-3.33,-3.0,0.0
513,4548.0,0,0,1.0,2.0,7.0,4.0,1.15,2.0,-2.0,0.0
514,-362.0,1,0,-1.0,-2.5,1.0,-2.83,2.1,5.0,-4.0,3.0
515,-2809.0,0,0,1.0,3.75,-5.67,-3.0,0.5,0.0,0.0,1.0
516,-1450.0,1,-2,0.0,1.5,-2.5,-3.0,-2.0,-5.0,1.0,1.0
517,3642.0,1,2,1.0,0.5,-1.0,2.5,2.0,-1.17,-3.0,0.0
518,10390.0,1,2,1.0,2.33,1.5,4.5,4.4,3.5,1.0,-1.0
519,1085.0,0,1,1.0,0.0,2.0,-1.5,-1.0,-2.0,1.0,0.0
520,-1576.0,0,0,1.0,2.0,-2.0,0.08,0.25,1.5,0.0,0.0
521,-5755.0,0,1,-1.0,0.83,-2.83,-6.5,0.3399999999999998,-1.0,-2.0,-1.0
522,1306.0,1,2,1.0,0.03,-0.5,-1.0,2.5,3.0,-1.0,0.0
523,3283.0,1,0,-2.0,-1.5,-1.5,-2.0,9.75,9.75,-2.0,0.0
524,4137.0,1,0,-1.0,2.33,0.8699999999999999,-3.5,1.0,4.0,2.0,0.0
525,-2327.0,1,0,-1.0,0.1699999999999999,-2.0,0.25,-6.4,-5.17,-1.0,0.0
526,2123.0,0,2,1.0,-2.5,-1.0,-2.0,1.0,-2.5,0.0,-1.0
527,16710.0,1,1,-1.0,6.0,2.27,7.17,16.83,3.67,-2.0,0.0
528,976.0,0,2,1.0,1.7,-4.5,-6.0,-2.0,-1.5,-1.0,1.0
529,324.0,1,2,2.0,0.0,-0.27,-5.0,-3.33,0.75,0.0,1.0
530,-461.0,1,-2,0.0,0.0,-5.67,0.5,-0.1699999999999999,-3.5,-2.0,-1.0
531,5942.0,1,2,-2.0,3.0,1.5,2.0,8.25,0.8500000000000001,2.0,0.0
532,-9174.0,0,-1,1.0,-0.5,-3.0,4.0,-4.0,-9.8,-1.0,0.0
533,-5157.0,0,0,1.0,0.1699999999999999,-6.0,-5.2,-1.17,-1.87,1.0,1.0
534,-1222.0,0,0,2.0,0.6699999999999999,0.5,-1.0,-5.8,-9.6,0.0,0.0
535,-661.0,1,0,-1.0,-3.0,-3.5,-3.0,1.0,-3.0,0.0,-1.0
536,4985.0,0,0,1.0,-2.0,-2.25,0.75,-2.5,-4.5,0.0,-2.0
537,5592.0,1,2,-1.0,1.5,5.75,8.75,-5.25,-1.0,0.0,2.0
538,1725.0,1,2,2.0,0.0,4.0,-1.33,-0.5,2.25,1.0,1.0
539,3734.0,1,2,-1.0,4.0,2.5,-4.0,1.0,6.25,1.0,0.0
540,-1038.0,0,1,-1.0,-1.5,-3.0,0.0,-4.0,-4.33,1.0,-1.0
541,-9414.0,0,0,0.0,0.85,-8.0,-1.0,-6.6,-13.57,0.0,0.0
542,4995.0,1,2,-2.0,-0.1699999999999999,1.5,0.3299999999999999,7.67,4.33,1.0,-1.0
543,-697.0,1,2,1.0,-4.67,-6.0,-0.75,3.33,-0.5,1.0,1.0
544,-593.0,0,0,0.0,0.0,0.0,-0.5,-1.67,-3.0,-1.0,-2.0
545,784.0,0,-2,-1.0,4.3,1.0,-1.0,1.67,2.25,0.0,-1.0
546,407.0,1,2,1.0,0.83,-6.5,-3.0,-4.5,-3.0,0.0,1.0
547,-4782.0,1,1,1.0,-4.75,-1.0,3.33,-1.25,4.75,-1.0,-1.0
548,7279.0,1,2,1.0,-0.25,6.33,-1.0,6.4,3.0,1.0,0.0
549,-5388.0,0,-2,1.0,-1.5,-0.3399999999999998,-1.5,2.0,1.33,0.0,1.0
550,890.0,1,0,1.0,4.5,0.5,2.0,6.33,0.33,-1.0,1.0
551,-1650.0,0,-2,-1.0,-2.0,0.0,2.0,-3.0,-4.0,0.0,-1.0
552,-587.0,1,0,0.0,-1.25,-1.0,-0.5,0.5,1.0,0.0,-1.0
553,-5526.0,0,2,1.0,-2.0,-4.33,-0.5,1.5,0.0,-1.0,0.0
554,-1980.0,1,-2,0.0,-3.0,0.5,1.5,-4.75,-1.67,0.0,1.0
555,702.0,0,2,-1.0,-4.0,7.33,2.0,0.0,1.0,0.0,0.0
556,9997.0,1,2,-2.0,5.0,3.75,6.17,10.0,4.0,0.0,-1.0
557,1119.0,1,2,0.0,1.5,1.0,-1.0,2.0,2.0,0.0,-1.0
558,1268.0,0,1,0.0,2.0,-0.8300000000000001,-1.0,1.5,3.4,2.0,-1.0
559,3104.0,0,2,1.0,2.4,2.5,-0.5,-2.5,-1.83,0.0,-2.0
560,320.0,1,1,-1.0,-2.75,1.0,2.25,-4.0,0.33,0.0,1.0
561,-2462.0,1,-2,0.0,-0.6699999999999999,-2.0,1.5,-0.5,-5.67,-1.0,-1.0
562,2187.0,1,0,-1.0,-2.0,1.83,2.5,3.0,1.0,-2.0,-1.0
563,1336.0,0,2,-1.0,1.5,1.0,-1.0,1.25,-1.0,2.0,0.0
564,-8711.0,0,-2,0.0,-1.5,-4.5,-1.89,-2.5,-6.0,-2.0,-2.0
565,81.0,1,-2,1.0,1.33,6.25,0.0,2.17,3.5,-1.0,-1.0
566,-3496.0,0,-2,2.0,4.0,0.0,0.5,-4.83,-5.25,0.0,1.0
567,9742.0,1,1,-2.0,5.0,6.0,2.5,8.0,8.0,-1.0,0.0
568,-1524.0,0,-1,1.0,-0.3399999999999998,-0.83,0.0,0.0,-6.0,0.0,1.0
569,5797.0,1,-1,-2.0,-0.1999999999999999,8.33,1.5,2.0,6.0,0.0,1.0
570,-5688.0,0,-2,1.0,-6.0,-6.67,0.4199999999999999,1.0,1.0,1.0,0.0
571,2385.0,0,2,1.0,0.0,1.0,2.0,-2.5,-3.5,1.0,0.0
572,-6450.0,1,0,-1.0,-0.5,-3.25,0.25,-6.4,-13.14,-1.0,1.0
573,7717.0,1,1,-1.0,4.8,11.0,-3.75,4.5,3.4,-1.0,1.0
